mir,disease,pmid
hsa-mir-522,"Carcinoma, Colon",25549355
hsa-mir-138,Psoriasis,25550434
hsa-mir-98,"Aortic Aneurysm, Abdominal",25550792
hsa-mir-570,"Carcinoma, Lung",25550801
hsa-let-7,"Carcinoma, Cervical",25550849
hsa-mir-106b,Giant Cell Tumor of Bone,25551563
hsa-mir-199a,Liver Neoplasms,25552204
hsa-mir-498,Ovarian Neoplasms,25556023
hsa-mir-485,"Carcinoma, Hepatocellular",25560734
hsa-mir-892a,Colorectal Carcinoma,25562147
hsa-mir-197,Colorectal Carcinoma,25562147
hsa-mir-99a,Thrombocytopenia,25562147
hsa-mir-223,"Carcinoma, Nasopharyngeal",25562147
hsa-mir-429,"Carcinoma, Colon",25562147
hsa-mir-221,Bone Disease [unspecific],25562147
hsa-mir-153,"Adenocarcinoma, Pancreatic Ductal",25562151
hsa-mir-183,"Carcinoma, Thyroid, Papillary",25562151
hsa-mir-26b,Prostate Neoplasms,25562151
hsa-mir-620,Neoplasms [unspecific],25562151
hsa-let-7c,Moyamoya Disease,25562161
hsa-mir-362,Neuroblastoma,25562164
hsa-mir-211,"Adenocarcinoma, Pancreatic Ductal",25564360
hsa-mir-144,Leukemia,25565137
hsa-mir-4649,"Carcinoma, Nasopharyngeal",25566965
hsa-mir-340,Heart Failure,25568327
hsa-mir-570,"Carcinoma, Hepatocellular",25569100
hsa-mir-26b,Rheumatoid Arthritis,25572695
hsa-mir-132,Liver Neoplasms,25573191
hsa-mir-139,Lung Neoplasms,25575606
hsa-mir-144,Liver Fibrosis,25576219
hsa-mir-370,Osteoarthritis,25576219
hsa-mir-373,Osteoarthritis,25576219
hsa-mir-448,Ovarian Neoplasms,25578493
hsa-mir-193,Liver Fibrosis,25578780
hsa-mir-30,Liver Fibrosis,25579461
hsa-mir-410,Pituitary Neoplasms,25579512
hsa-let-7,"Carcinoma, Nasopharyngeal",25582055
hsa-mir-29,"Carcinoma, Nasopharyngeal",25582055
hsa-mir-130a,Gastric Neoplasms,25582055
hsa-mir-133a,"Carcinoma, Cervical",25583328
hsa-mir-203,Neuroblastoma,25585941
hsa-mir-196,Neoplasms [unspecific],25586904
hsa-mir-410,Lung Neoplasms,25586904
hsa-mir-1283,Hypertension,25586904
hsa-mir-221,Epstein-Barr Virus Infection,25586904
hsa-mir-222,Epstein-Barr Virus Infection,25587719
hsa-mir-29b,Glioblastoma,25588055
hsa-mir-612,Colorectal Carcinoma,25594541
hsa-mir-499,"Carcinoma, Esophageal",25595906
hsa-mir-495,Medulloblastoma,25596083
hsa-mir-28,"Carcinoma, Hepatocellular",25596928
hsa-mir-99a,"Carcinoma, Thyroid, Anaplastic",25597828
hsa-mir-95,Glioma,25597828
hsa-mir-20a,Kidney Injury,25597828
hsa-mir-20b,Bladder Neoplasms,25597828
hsa-mir-134,Lung Neoplasms,25600645
hsa-mir-208,"Carcinoma, Hepatocellular",25606801
hsa-mir-205,Osteoporosis,25607660
hsa-mir-139,Ischemic Heart Disease,25607660
hsa-mir-483,Ischemic Heart Disease,25607660
hsa-mir-302c,Glioma,25607660
hsa-mir-324,"Carcinoma, Hepatocellular",25607660
hsa-mir-203a,Lung Neoplasms,25607660
hsa-mir-129,Glioblastoma,25611389
hsa-mir-29b-1,Glioblastoma,25613180
hsa-mir-4487,Neuroblastoma,25613953
hsa-mir-595,Neuroblastoma,25616966
hsa-mir-200a,Lung Neoplasms,25617309
hsa-mir-16,Infection [unspecific],25617731
hsa-mir-135b,Atherosclerosis,25618442
hsa-mir-499a,Atherosclerosis,25620614
hsa-mir-1238,Lung Neoplasms,25620614
hsa-mir-302a,Colorectal Carcinoma,25620614
hsa-mir-139,Oral Neoplasms,25620614
hsa-mir-126,"Squamous Cell Carcinoma, Esophageal",25620614
hsa-mir-182,"Carcinoma, Cervical",25621950
hsa-mir-365,Lymphoma,25623763
hsa-mir-1297,"Carcinoma, Hepatocellular",25628933
hsa-mir-10b,"Carcinoma, Gastric",25629604
hsa-mir-325,"Carcinoma, Hepatocellular",25630616
hsa-mir-720,Chronic Hepatitis B,25633526
hsa-mir-15b,Japanese Encephalitis Virus Infection,25634023
hsa-mir-26b,"Carcinoma, Ovarian",25634213
hsa-mir-539,Thyroid Neoplasms,25638158
hsa-mir-29c,Alzheimer Disease,25639987
hsa-mir-335,Gastrointestinal Stromal Tumor,25640367
hsa-mir-34a,Gastrointestinal Stromal Tumor,25641933
hsa-mir-149,Ovarian Neoplasms,25641933
hsa-mir-198,Neoplasms [unspecific],25643696
hsa-mir-320a,"Leukemia, Myeloid, Chronic",25644430
hsa-mir-135a,Lung Neoplasms,25644540
hsa-mir-219,"Carcinoma, Colon",25644713
hsa-mir-126,"Carcinoma, Thyroid",25644713
hsa-mir-29b-2,Glioblastoma,25645911
hsa-mir-224,"Squamous Cell Carcinoma, Esophageal",25645925
hsa-mir-587,Colorectal Carcinoma,25646356
hsa-mir-638,"Carcinoma, Gastric",25646356
hsa-mir-144,Glioblastoma,25646371
hsa-mir-24,Bladder Neoplasms,25646775
hsa-let-7a,Allergic Asthma,25646812
hsa-mir-106a,Allergic Asthma,25647415
hsa-mir-124,Allergic Asthma,25647415
hsa-mir-126,Allergic Asthma,25653235
hsa-mir-135,Allergic Asthma,25654285
hsa-mir-142,Allergic Asthma,25655189
hsa-mir-145,Allergic Asthma,25655189
hsa-mir-146,Allergic Asthma,25656032
hsa-mir-150,Allergic Asthma,25656032
hsa-mir-193,Allergic Asthma,25656574
hsa-mir-221,Allergic Asthma,25656908
hsa-mir-223,Allergic Asthma,25656908
hsa-mir-29,Allergic Asthma,25656908
hsa-mir-365,Allergic Asthma,25656948
hsa-mir-375,Allergic Asthma,25656948
hsa-mir-452,Allergic Asthma,25656948
hsa-mir-615,Allergic Asthma,25658842
hsa-mir-130a,Liver Fibrosis,25659578
hsa-mir-27b,Liver Fibrosis,25660325
hsa-mir-378a,Breast Neoplasms,25661353
hsa-mir-145,Intrahepatic Cholangiocarcinoma,25661360
hsa-mir-512,"Squamous Cell Carcinoma, Head and Neck",25661374
hsa-mir-512,Alzheimer Disease,25662750
hsa-mir-99b,Colorectal Carcinoma,25662849
hsa-mir-744,Inflammation,25663261
hsa-mir-338,"Carcinoma, Nasopharyngeal",25663388
hsa-mir-7,"Carcinoma, Gastric",25663458
hsa-mir-106a,Cardiovascular Diseases [unspecific],25665524
hsa-mir-106b,Cardiovascular Diseases [unspecific],25665638
hsa-mir-125,Cardiovascular Diseases [unspecific],25665881
hsa-mir-2861,Cardiovascular Diseases [unspecific],25666090
hsa-mir-3960,Cardiovascular Diseases [unspecific],25666710
hsa-mir-138,"Squamous Cell Carcinoma, Cerevial",25669981
hsa-mir-720,"Squamous Cell Carcinoma, Cerevial",25671802
hsa-mir-503,Microvascular Disease,25672607
hsa-mir-126,"Leukemia, Promyelocytic, Acute",25672630
hsa-mir-761,"Carcinoma, Lung, Non-Small-Cell",25672882
hsa-mir-205,"Carcinoma, Laryngeal",25673149
hsa-mir-185,Congenital Microtia,25676538
hsa-mir-200c,Congenital Microtia,25677619
hsa-mir-203,Congenital Microtia,25677619
hsa-mir-451,Congenital Microtia,25677619
hsa-mir-664,Lymphoma,25677619
hsa-mir-411,Rhabdomyosarcoma,25677619
hsa-let-7b,Ischemia-Reperfusion Injury,25677619
hsa-mir-137,Osteosarcoma,25677760
hsa-mir-195,"Colitis, Ulcerative",25678853
hsa-mir-26a,"Lymphoma, T-Cell",25680404
hsa-mir-23a,"Carcinoma, Nasopharyngeal",25680412
hsa-mir-99b,"Squamous Cell Carcinoma, Oral",25680412
hsa-mir-340,"Carcinoma, Esophageal",25680412
hsa-mir-494,Chondrosarcoma,25680412
hsa-mir-940,Gastric Neoplasms,25680412
hsa-mir-542,"Carcinoma, Esophageal",25681036
hsa-mir-155,Tuberculosis,25681685
hsa-mir-1908,Osteosarcoma,25685928
hsa-mir-372,"Carcinoma, Renal Cell",25686251
hsa-mir-1207,"Carcinoma, Lung, Non-Small-Cell",25687035
hsa-mir-1228,"Carcinoma, Lung, Non-Small-Cell",25689721
hsa-mir-939,"Carcinoma, Lung, Non-Small-Cell",25689854
hsa-mir-200a,"Squamous Cell Carcinoma, Esophageal",25690461
hsa-mir-16,Osteoarthritis,25691250
hsa-mir-128,Colorectal Carcinoma,25695220
hsa-mir-675,Breast Neoplasms,25695220
hsa-mir-326,Gastric Neoplasms,25695604
hsa-mir-141,Ischemic Heart Disease,25698578
hsa-mir-203,Osteosarcoma,25700796
hsa-mir-519c,Colorectal Carcinoma,25700976
hsa-mir-32,Neoplasms [unspecific],25701361
hsa-mir-590,Neoplasms [unspecific],25701361
hsa-mir-133b,Ovarian Neoplasms,25701361
hsa-mir-205,"Carcinoma, Adrenocortical",25701361
hsa-mir-222,Alzheimer Disease,25701793
hsa-mir-34c,Alzheimer Disease,25703026
hsa-mir-584,"Carcinoma, Thyroid",25704235
hsa-mir-96,"Carcinoma, Renal Cell",25704289
hsa-mir-133,Roberts Syndrome,25704921
hsa-mir-130a,Chronic Inflammation,25706292
hsa-mir-142,Chronic Inflammation,25706326
hsa-mir-137,Astrocytoma,25706383
hsa-mir-139,Glioblastoma,25707620
hsa-mir-19b,"Carcinoma, Hepatocellular",25707620
hsa-mir-29c,Uterine Leiomyoma,25707620
hsa-mir-128,Gastric Neoplasms,25708809
hsa-mir-320a,"Carcinoma, Cervical",25710580
hsa-mir-378g,Neoplasms [unspecific],25710930
hsa-mir-1271,Ovarian Neoplasms,25712055
hsa-mir-342,Lung Neoplasms,25712055
hsa-mir-506,Colorectal Carcinoma,25712373
hsa-mir-542,Osteosarcoma,25712526
hsa-mir-652,Pancreatic Neoplasms,25714015
hsa-mir-616,"Carcinoma, Hepatocellular",25714028
hsa-mir-519,"Leukemia, Myeloid, Acute",25714032
hsa-mir-221,Choriocarcinoma,25714397
hsa-mir-449a,Glioma,25714397
hsa-mir-154,"Carcinoma, Hepatocellular",25714665
hsa-mir-7,"Carcinoma, Breast, Triple Negative",25714665
hsa-mir-30a,Enterovirus Infection,25716682
hsa-mir-182,Hepatitis C Virus Infection,25716995
hsa-mir-346,"Carcinoma, Cervical",25717002
hsa-mir-19,Pancreatic Neoplasms,25717002
hsa-mir-197,Prostate Neoplasms,25717002
hsa-mir-340,"Squamous Cell Carcinoma, Oral",25720799
hsa-mir-33a,"Carcinoma, Cervical",25722304
hsa-mir-506,Liver Neoplasms,25722304
hsa-mir-150,Inflammation,25722304
hsa-mir-30a,Preeclampsia,25722304
hsa-mir-590,Glioblastoma,25722304
hsa-mir-30,Cardiomegaly,25722304
hsa-mir-30,Heart Failure,25731670
hsa-mir-197,Enterovirus Infection,25733698
hsa-mir-3151,Malignant Neoplasms [unspecific],25735100
hsa-mir-661,Glioma,25735339
hsa-mir-196b,"Carcinoma, Lung, Non-Small-Cell",25735339
hsa-mir-762,Breast Neoplasms,25735339
hsa-mir-203,Bladder Neoplasms,25735723
hsa-mir-302c,Influenza,25736407
hsa-mir-181c,Neoplasms [unspecific],25737017
hsa-mir-4458,"Carcinoma, Colon",25738313
hsa-mir-99,Neoplasms [unspecific],25738367
hsa-mir-203,Chronic Obstructive Pulmonary Disease,25738367
hsa-mir-631,Prostate Neoplasms,25738367
hsa-mir-181b,"Carcinoma, Lung, Non-Small-Cell",25739014
hsa-mir-181b,Acute Lung Injury,25740337
hsa-mir-143,"Squamous Cell Carcinoma, Oral",25741595
hsa-mir-34a,"Squamous Cell Carcinoma, Oral",25742499
hsa-mir-151a,Asthenozoospermia,25742499
hsa-mir-212,Post-Traumatic Stress Disorder,25744731
hsa-mir-3130,Post-Traumatic Stress Disorder,25744742
hsa-mir-153,Neuroblastoma,25744742
hsa-mir-205,Neuroblastoma,25746005
hsa-mir-1908,Renal Fibrosis,25746225
hsa-mir-30b,Osteoarthritis,25746592
hsa-mir-376a,Neoplasms [unspecific],25746661
hsa-mir-29,"Squamous Cell Carcinoma, Lung",25746661
hsa-mir-106a,"Squamous Cell Carcinoma, Head and Neck",25746661
hsa-mir-125b,"Squamous Cell Carcinoma, Head and Neck",25748447
hsa-mir-15b,"Squamous Cell Carcinoma, Head and Neck",25749032
hsa-mir-20b,"Squamous Cell Carcinoma, Head and Neck",25750034
hsa-mir-548b,"Squamous Cell Carcinoma, Head and Neck",25750939
hsa-mir-582,"Squamous Cell Carcinoma, Head and Neck",25752113
hsa-mir-9-1,"Squamous Cell Carcinoma, Head and Neck",25753094
hsa-mir-9-2,"Squamous Cell Carcinoma, Head and Neck",25753223
hsa-mir-320a,Diabetic Retinopathy,25754227
hsa-mir-705,Osteoporosis,25755718
hsa-mir-218,Iron Metabolism Disease,25755757
hsa-mir-1275,Lymphoma,25756049
hsa-mir-4736,Lymphoma,25756049
hsa-mir-4739,Lymphoma,25756049
hsa-mir-504,Lymphoma,25756049
hsa-mir-664b,Lymphoma,25756509
hsa-mir-106b,Liver Transplant Rejection,25759134
hsa-mir-18b,Liver Transplant Rejection,25759134
hsa-mir-340,Liver Transplant Rejection,25759134
hsa-mir-205,Osteosarcoma,25759134
hsa-mir-363,Gastric Neoplasms,25759134
hsa-mir-135b,"Carcinoma, Breast, Triple Negative",25759134
hsa-mir-150,"Carcinoma, Cervical",25759134
hsa-mir-663,Glioblastoma,25759134
hsa-mir-92a,Intracranial Aneurysm,25759134
hsa-mir-331,Colorectal Carcinoma,25759134
hsa-mir-129,Breast Neoplasms,25759134
hsa-mir-592,"Carcinoma, Hepatocellular",25759134
hsa-mir-140,Lung Neoplasms,25760076
hsa-mir-365,Osteosarcoma,25760387
hsa-mir-25,Retinoblastoma,25761610
hsa-mir-373,Retinoblastoma,25762634
hsa-mir-31,"Carcinoma, Thyroid, Papillary",25763857
hsa-mir-935,"Carcinoma, Gastric, Signet Ring Cell",25763857
hsa-mir-193a,"Carcinoma, Esophageal",25763857
hsa-mir-19,Gastric Neoplasms,25763857
hsa-mir-4480,Macular Degeneration,25764126
hsa-mir-328,"Carcinoma, Esophageal",25764520
hsa-mir-367,"Squamous Cell Carcinoma, Esophageal",25765596
hsa-mir-205,"Aortic Aneurysm, Abdominal",25765901
hsa-mir-96,Cardiomegaly,25768906
hsa-mir-148a,Lupus Nephritis,25769350
hsa-mir-133a,Dengue Virus Infection,25769569
hsa-mir-33a,Japanese Encephalitis Virus Infection,25772251
hsa-mir-519,Gastric Neoplasms,25773791
hsa-mir-187,Colorectal Carcinoma,25776476
hsa-mir-142,Fever,25776476
hsa-mir-143,Fever,25776476
hsa-mir-26b,"Carcinoma, Lung, Non-Small-Cell",25776476
hsa-mir-505,"Carcinoma, Endometrial",25776476
hsa-mir-103,Atherosclerosis,25776476
hsa-let-7,Myocardial Ischemic-Reperfusion Injury,25776476
hsa-mir-15a,Myasthenia Gravis,25778313
hsa-mir-182,"Adenocarcinoma, Endometrial",25778683
hsa-mir-873,Ovarian Neoplasms,25778683
hsa-mir-320a,Ischemia-Reperfusion Injury,25778683
hsa-mir-1,"Carcinoma, Nasopharyngeal",25779425
hsa-mir-504,Glioma,25780292
hsa-mir-26a,Osteoarthritis,25781916
hsa-mir-133b,Glioblastoma,25784176
hsa-mir-193b,Glioblastoma,25784176
hsa-mir-30b,Glioblastoma,25786906
hsa-mir-506,Glioblastoma,25787082
hsa-mir-518b,Glioblastoma,25788377
hsa-mir-520f,Glioblastoma,25788763
hsa-mir-146,"Carcinoma, Renal Cell",25789565
hsa-mir-92a,"Carcinoma, Rectal",25789847
hsa-mir-124,Viral Infectious Disease,25792283
hsa-mir-125,Viral Infectious Disease,25793394
hsa-mir-133,Viral Infectious Disease,25796380
hsa-mir-142,Viral Infectious Disease,25796380
hsa-mir-208,Viral Infectious Disease,25796601
hsa-mir-499,Oral Neoplasms,25796601
hsa-mir-486,Ovarian Neoplasms,25796601
hsa-mir-503,Nephrotic Syndrome,25796601
hsa-mir-195,"Squamous Cell Carcinoma, Tongue",25796601
hsa-mir-29b,"Squamous Cell Carcinoma, Tongue",25796601
hsa-mir-34a,"Squamous Cell Carcinoma, Tongue",25796601
hsa-mir-199b,Atrial Fibrillation,25796601
hsa-mir-377,Atrial Fibrillation,25796601
hsa-mir-9,Diabetic Cardiomyopathies,25796601
hsa-mir-193a,Osteosarcoma,25797260
hsa-mir-21,Granular Corneal Dystrophy,25797263
hsa-mir-1227,Diabetic Nephropathy,25800681
hsa-mir-1234,Diabetic Nephropathy,25800681
hsa-mir-1915,Diabetic Nephropathy,25800681
hsa-mir-2861,Diabetic Nephropathy,25802200
hsa-mir-30d,Diabetic Nephropathy,25802328
hsa-mir-30e,Diabetic Nephropathy,25802847
hsa-mir-320c,Diabetic Nephropathy,25803820
hsa-mir-371b,Diabetic Nephropathy,25804644
hsa-mir-4270,Diabetic Nephropathy,25804644
hsa-mir-4739,Diabetic Nephropathy,25804644
hsa-mir-4778,Diabetic Nephropathy,25805648
hsa-mir-572,Diabetic Nephropathy,25805931
hsa-mir-6068,Diabetic Nephropathy,25808651
hsa-mir-6126,Diabetic Nephropathy,25808800
hsa-mir-6133,Diabetic Nephropathy,25809226
hsa-mir-638,Diabetic Nephropathy,25809609
hsa-mir-16,Atherosclerosis,25809707
hsa-mir-19b,Japanese Encephalitis Virus Infection,25811315
hsa-mir-34a,Complex Regional Pain Syndrome,25812680
hsa-mir-1271,Pancreatic Neoplasms,25815587
hsa-mir-34a,Sickle Cell Anemia,25817407
hsa-mir-126,Leishmaniasis,25817407
hsa-mir-21,Oral Submucous Fibrosis,25817407
hsa-mir-133b,Liver Neoplasms,25817407
hsa-mir-33a,Alcoholic Hepatitis,25817407
hsa-mir-183,Choriocarcinoma,25817407
hsa-mir-130b,Lung Fibrosis,25817407
hsa-mir-3162,Asthma,25817407
hsa-mir-30,Pancreatic Neoplasms,25817407
hsa-mir-138,"Leukemia, Myeloid, Chronic",25817407
hsa-mir-198,Osteosarcoma,25817407
hsa-mir-31,Sepsis,25817407
hsa-mir-26a,"Carcinoma, Renal Cell",25817407
hsa-mir-203,Essential Thrombocythemia,25817407
hsa-mir-221,Essential Thrombocythemia,25817407
hsa-let-7a,Hirschsprung Disease,25817407
hsa-mir-24,Hirschsprung Disease,25817407
hsa-mir-409,Osteosarcoma,25817407
hsa-mir-200a,Pterygium,25817794
hsa-mir-138,Cerebral Ischemia,25818238
hsa-mir-26b,Psoriasis,25820993
hsa-mir-495,Prostate Neoplasms,25823567
hsa-mir-181a,Breast Neoplasms,25823655
hsa-mir-140,"Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal",25823795
hsa-mir-720,"Carcinoma, Breast, Triple Negative",25824027
hsa-mir-130a,Cervical Neoplasms,25824152
hsa-mir-143,Atopic Dermatitis,25825391
hsa-mir-181b,Osteosarcoma,25826780
hsa-mir-205,Gastric Neoplasms,25828099
hsa-mir-30c,Malignant Neoplasms [unspecific],25828373
hsa-mir-4701,"Leukemia, Myeloid, Chronic",25829494
hsa-mir-124,Astrocytoma,25831148
hsa-mir-3188,"Carcinoma, Nasopharyngeal",25831148
hsa-mir-200a,Diabetes Mellitus,25831237
hsa-mir-29b,Thyroid Neoplasms,25832648
hsa-mir-200a,"Carcinoma, Gastric",25833239
hsa-mir-138,Breast Neoplasms,25833959
hsa-mir-135b,Myxoid Liposarcoma,25833959
hsa-mir-21,"Carcinoma, Basal Cell",25833959
hsa-mir-143,Cervical Neoplasms,25833959
hsa-mir-577,"Fatty Liver, Non-Alcoholic",25836383
hsa-mir-105,Heart Failure,25838542
hsa-mir-105,Hypertension,25839163
hsa-mir-23a,"Leukemia, Myeloid, Acute",25840809
hsa-mir-4271,Parkinson Disease,25840809
hsa-mir-135b,"Carcinoma, Endometrial",25840888
hsa-mir-143,"Muscular Dystrophy, Duchenne",25840985
hsa-mir-206,Pancreatic Neoplasms,25841337
hsa-mir-183,Neuroblastoma,25844602
hsa-mir-374a,"Carcinoma, Nasopharyngeal",25844942
hsa-mir-29c,Prostate Neoplasms,25846246
hsa-let-7b,Hypertension,25846647
hsa-mir-381,Tuberculosis,25846647
hsa-mir-183,Leukemia,25846734
hsa-mir-134,Liver Fibrosis,25846738
hsa-mir-511,Alzheimer Disease,25847058
hsa-mir-330,"Leukemia, Myeloid, Acute",25854173
hsa-mir-21,Anaplastic Astrocytoma,25854878
hsa-mir-25,Anaplastic Astrocytoma,25855736
hsa-mir-144,Neurodegenerative Diseases [unspecific],25856466
hsa-mir-203,Neurodegenerative Diseases [unspecific],25856466
hsa-mir-26a,Preeclampsia,25857370
hsa-mir-145,Human Papilloma Virus Infection,25857445
hsa-mir-34,"Carcinoma, Renal Cell",25858144
hsa-mir-99a,Atherosclerosis,25858415
hsa-mir-133a,Diabetes Mellitus,25860243
hsa-mir-26a,Retinoblastoma,25860243
hsa-mir-20b,Diabetic Retinopathy,25861021
hsa-mir-1273g,Hepatitis C Virus Infection,25861021
hsa-mir-1273g,Liver Cirrhosis,25861021
hsa-mir-696,"Diabetes Mellitus, Type 2",25861021
hsa-mir-29a,Focal Segmental Glomerulosclerosis,25861021
hsa-mir-23b,"Diabetes Mellitus, Type 2",25861021
hsa-mir-590,"Diabetes Mellitus, Type 2",25861021
hsa-mir-98,"Diabetes Mellitus, Type 2",25861021
hsa-mir-6734,"Carcinoma, Colon",25861022
hsa-mir-199a,Osteoarthritis,25862551
hsa-mir-125a,Retinal Degeneration,25862551
hsa-mir-23a,"Carcinoma, Ovarian",25862551
hsa-mir-1283,Vascular Injuries,25863127
hsa-mir-22,Coronary Artery Disease,25863248
hsa-mir-203,"Carcinoma, Gastric",25865490
hsa-mir-154,"Cardiomyopathy, Ischemic",25866097
hsa-mir-384,"Carcinoma, Hepatocellular",25866097
hsa-mir-100,IgA Nephropathy,25866097
hsa-mir-877,IgA Nephropathy,25866097
hsa-mir-187,"Carcinoma, Hepatocellular",25866097
hsa-mir-613,Alzheimer Disease,25866097
hsa-mir-29a,"Carcinoma, Colon",25867061
hsa-mir-297,"Adenocarcinoma, Lung",25867405
hsa-mir-33b,"Carcinoma, Lung",25867756
hsa-mir-138,"Carcinoma, Prostate",25867756
hsa-mir-26a,"Carcinoma, Prostate",25867756
hsa-mir-106a,"Cardiomyopathy, Hypertrophic",25867756
hsa-mir-127,"Carcinoma, Ovarian",25868368
hsa-mir-451,"Carcinoma, Bladder",25868368
hsa-mir-588,"Squamous Cell Carcinoma, Lung",25869073
hsa-mir-181d,"Squamous Cell Carcinoma, Esophageal",25869098
hsa-mir-411,"Carcinoma, Breast",25869098
hsa-mir-19b,"Carcinoma, Gastric",25869098
hsa-mir-15a,Human Papilloma Virus Infection,25869098
hsa-mir-23b,"Squamous Cell Carcinoma, Oral",25869098
hsa-mir-27b,"Squamous Cell Carcinoma, Oral",25869098
hsa-mir-328,Inflammation,25869098
hsa-mir-491,Hypercholesterolaemia,25870038
hsa-mir-216,Bladder Neoplasms,25870038
hsa-mir-19a,"Squamous Cell Carcinoma, Oral",25870038
hsa-mir-19b,"Squamous Cell Carcinoma, Oral",25870038
hsa-mir-421,"Carcinoma, Breast",25870038
hsa-mir-7,Intervertebral Disc Degeneration,25870038
hsa-mir-98,Osteoarthritis,25871842
hsa-mir-31,"Carcinoma, Breast, Triple Negative",25871906
hsa-mir-15a,"Carcinoma, Breast",25872941
hsa-mir-141,"Carcinoma, Breast",25873391
hsa-mir-146b,"Carcinoma, Breast",25875481
hsa-mir-15a,Myeloma,25877755
hsa-mir-16,Myeloma,25879432
hsa-mir-3666,"Carcinoma, Lung, Non-Small-Cell",25880495
hsa-mir-181a,Osteosarcoma,25882257
hsa-mir-23a,"Carcinoma, Endometrioid Endometrial",25882990
hsa-mir-9,Knee Osteoarthritis,25884322
hsa-mir-139,Leukemia,25884322
hsa-mir-15a,Endometriosis,25886051
hsa-mir-135a,"Carcinoma, Hepatocellular",25886051
hsa-mir-34a,Influenza,25886051
hsa-mir-34a,"Carcinoma, Oral",25886051
hsa-mir-542,"Carcinoma, Oral",25886051
hsa-mir-1271,"Diabetes Mellitus, Type 2",25886051
hsa-mir-223,"Carcinoma, Breast, Triple Negative",25886051
hsa-mir-346,Preeclampsia,25886051
hsa-mir-582,Preeclampsia,25886994
hsa-let-7,"Carcinoma, Bladder",25886994
hsa-mir-126,"Carcinoma, Gastric",25886994
hsa-mir-224,"Carcinoma, Cervical",25887170
hsa-mir-4262,"Carcinoma, Breast",25887273
hsa-mir-7,"Carcinoma, Thyroid, Papillary",25887381
hsa-mir-330,"Carcinoma, Colon",25887381
hsa-mir-218,"Squamous Cell Carcinoma, Lung",25887381
hsa-let-7g,Glioblastoma,25887381
hsa-mir-187,"Carcinoma, Lung",25887381
hsa-mir-377,"Carcinoma, Pancreatic",25887381
hsa-mir-181b,Psoriasis,25889022
hsa-mir-361,"Carcinoma, Hepatocellular",25889350
hsa-mir-1304,"Carcinoma, Lung, Non-Small-Cell",25889446
hsa-mir-141,"Carcinoma, Esophageal",25892183
hsa-mir-127,"Squamous Cell Carcinoma, Esophageal",25892183
hsa-mir-138,Pulmonary Hypertension,25894339
hsa-mir-25,Pulmonary Hypertension,25895125
hsa-mir-29,Osteosarcoma,25896587
hsa-mir-185,"Carcinoma, Breast",25897338
hsa-mir-30a,"Carcinoma, Nasopharyngeal",25897338
hsa-mir-124,Melanoma,25898773
hsa-mir-92b,"Squamous Cell Carcinoma, Esophageal",25898773
hsa-mir-199a,Liver Cirrhosis,25899823
hsa-mir-224,"Carcinoma, Ovarian",25899823
